OrthoRecord,Token,Normalized,Status,Comments
urn:cite:hmt:normalized.668,επι,ἐπὶ,proposed,
urn:cite:hmt:normalized.874,επὶ,ἐπὶ,proposed,
urn:cite:hmt:normalized.119,ἐπ,ἐπί,proposed,
urn:cite:hmt:normalized.2115,επάγει,ἐπάγει,proposed,
urn:cite:hmt:normalized.1510,επαγωνίζεται,ἐπαγωνίζεται,proposed,
urn:cite:hmt:normalized.1236,επαίνου,ἐπαίνου,proposed,
urn:cite:hmt:normalized.1283,επαῖνων,ἐπαίνων,proposed,
urn:cite:hmt:normalized.1994,επάκτιον,ἐπάκτιον,proposed,
urn:cite:hmt:normalized.985,επαναληψεως,ἐπαναλήψεως,proposed,
urn:cite:hmt:normalized.1299,επαναλήψεως,ἐπαναλήψεως,proposed,
urn:cite:hmt:normalized.1290,ἑπαρας,ἐπαράς,proposed,
urn:cite:hmt:normalized.1172,επέθηκας,ἐπέθηκας,proposed,
urn:cite:hmt:normalized.1214,επεὶ,ἐπεὶ,proposed,
urn:cite:hmt:normalized.414,ἐπει,ἐπεί,proposed,
urn:cite:hmt:normalized.426,ἐπει,ἐπεὶ,proposed,
urn:cite:hmt:normalized.758,ἐπει,ἐπεὶ,rejected,
urn:cite:hmt:normalized.786,ἐπει,ἐπεὶ,rejected,
urn:cite:hmt:normalized.2273,ἐπειδηπερ,ἐπειδήπερ,proposed,
urn:cite:hmt:normalized.1457,επείσθη,ἐπείσθη,proposed,
urn:cite:hmt:normalized.2043,έπειτα,ἔπειτα,proposed,
urn:cite:hmt:normalized.825,επέκτασιν,ἐπέκτασιν,proposed,
urn:cite:hmt:normalized.909,επελθόντες,ἐπελθόντες,proposed,
urn:cite:hmt:normalized.1410,επέλοντο,ἐπέλοντο,proposed,
urn:cite:hmt:normalized.826,επεξεργάζεται,ἐπεξεργάζεταί,proposed,
urn:cite:hmt:normalized.557,επερείσας,ἐπερείσας,proposed,
urn:cite:hmt:normalized.1090,ἑπεσσύμενον,ἐπεσσυμένον,proposed,
urn:cite:hmt:normalized.20,έπεσε,ἔπεσε,proposed,
urn:cite:hmt:normalized.588,έπεσε,ἔπεσε,rejected,
urn:cite:hmt:normalized.2248,έπεσεν,ἔπεσεν,proposed,
urn:cite:hmt:normalized.976,έπρεπεν,ἔπρεπεν,proposed,
urn:cite:hmt:normalized.1515,ἐπεστρατευσαν,ἐπεστράτευσαν,proposed,
urn:cite:hmt:normalized.1639,επήκοον,ἐπήκοον,proposed,
urn:cite:hmt:normalized.130,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.165,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.222,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.257,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.330,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.376,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.403,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.450,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.478,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.536,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.575,ἐπι,ἐπὶ,proposed,
urn:cite:hmt:normalized.58,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.618,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.89,ἐπι,ἐπί,proposed,
urn:cite:hmt:normalized.807,ἐπιβη,ἐπιβῇ,proposed,
urn:cite:hmt:normalized.1501,επιδευεῖς,ἐπιδευεῖς,proposed,
urn:cite:hmt:normalized.1500,επιδευής,ἐπιδευής,proposed,
urn:cite:hmt:normalized.1528,ἐπιθετον,ἐπίθετον,proposed,
urn:cite:hmt:normalized.1909,επίθετον,ἐπίθετον,proposed,
urn:cite:hmt:normalized.2233,επικαμπέσι,ἐπικαμπέσι,proposed,
urn:cite:hmt:normalized.1714,επίκλησιν,ἐπίκλησιν,proposed,
urn:cite:hmt:normalized.2146,επίκουροι,ἐπίκουροι,proposed,
urn:cite:hmt:normalized.506,επικούρων,ἐπικούρων,proposed,
urn:cite:hmt:normalized.1960,επιλελήσμεθα,ἐπιλελήσμεθα,proposed,
urn:cite:hmt:normalized.887,ἐπιμενειν,ἐπιμενεῖν,proposed,
urn:cite:hmt:normalized.1769,επιμερισμοῖς,ἐπιμερισμοῖς,proposed,
urn:cite:hmt:normalized.2044,ἐπιπαν,ἐπίπαν,proposed,
urn:cite:hmt:normalized.1819,επιπλοκῆς,ἐπιπλοκῆς,proposed,
urn:cite:hmt:normalized.1543,επιπολῆς,ἐπιπολῆς,proposed,
urn:cite:hmt:normalized.1179,ἐπιῥρήματι,ἐπιρρήματι,proposed,
urn:cite:hmt:normalized.1419,ἐπιρρηματα,ἐπιρρήματα,proposed,
urn:cite:hmt:normalized.1475,ἐπίρῥήματος,ἐπιρρήματος,proposed,
urn:cite:hmt:normalized.1248,επισπευδων,ἐπισπεύδων,proposed,
urn:cite:hmt:normalized.1807,επιφορὰν,ἐπιφορὰν,proposed,
urn:cite:hmt:normalized.1429,επιφοιτῶν,ἐπιφοιτῶν,proposed,
urn:cite:hmt:normalized.2016,επληξε,ἔπληξε,proposed,
urn:cite:hmt:normalized.2206,εποίησαν,ἐποίησαν,proposed,
urn:cite:hmt:normalized.1382,εποικος,ἔποικος,proposed,
urn:cite:hmt:normalized.1753,έποντο,ἕποντο,proposed,
urn:cite:hmt:normalized.1852,επόρουσε,ἐπόρουσε,proposed,
urn:cite:hmt:normalized.1439,επρέσβευσαν,ἐπρέσβευσαν,proposed,
urn:cite:hmt:normalized.1215,επτὰ,ἑπτὰ,proposed,
urn:cite:hmt:normalized.1499,επάσαντο,ἐπάσαντο,proposed,
urn:cite:hmt:normalized.1944,έπω,ἕπω,proposed,
urn:cite:hmt:normalized.1734,επῳκοδομημενα,ἐπῳκοδομημένα,proposed,
urn:cite:hmt:normalized.1441,έρα,ἔρᾳ,proposed,
urn:cite:hmt:normalized.1204,έργων,ἔργων,proposed,
urn:cite:hmt:normalized.1908,ερεῖ,ἐρεῖ,proposed,
urn:cite:hmt:normalized.1580,ἐρεισθη,ἐρείσθη,proposed,
urn:cite:hmt:normalized.972,ἐρευγομενη,ἐρευγομένη,proposed,
urn:cite:hmt:normalized.428,έρξον,ἔρξον,proposed,
urn:cite:hmt:normalized.156,έρδεσκεν,ἔρδεσκεν,proposed,
urn:cite:hmt:normalized.248,έρδεσκεν,ἔρδεσκεν,proposed,
urn:cite:hmt:normalized.164,έργα,ἔργα,proposed,
urn:cite:hmt:normalized.256,έργα,ἔργα,proposed,
urn:cite:hmt:normalized.1805,ἐριδεσσιν,ἐρίδεσσιν,proposed,
urn:cite:hmt:normalized.1995,έριν,ἔριν,proposed,
urn:cite:hmt:normalized.1927,ἐρινεον,ἐρινεὸν,proposed,
urn:cite:hmt:normalized.2041,ερινεός,ἐρινεός,proposed,
urn:cite:hmt:normalized.128,έρκος,ἕρκος,proposed,
urn:cite:hmt:normalized.21,έρκος,ἕρκος,proposed,
urn:cite:hmt:normalized.220,έρκος,ἕρκος,proposed,
urn:cite:hmt:normalized.589,έρκος,ἕρκος,proposed,
urn:cite:hmt:normalized.1448,εραννῆς,ἐραννῆς,proposed,
urn:cite:hmt:normalized.743,ερέει,ἐρέει,proposed,
urn:cite:hmt:normalized.2009,έρις,ἔρις,proposed,
urn:cite:hmt:normalized.669,εριώδης,ἐριώδης,proposed,
urn:cite:hmt:normalized.2003,ερκείου,ἑρκείου,proposed,
urn:cite:hmt:normalized.140,ερκίον,ἑρκίον,proposed,
urn:cite:hmt:normalized.232,ερκίον,ἑρκίον,proposed,
urn:cite:hmt:normalized.959,ερχομενον,ἐρχόμενον,proposed,
urn:cite:hmt:normalized.1449,ερχομένου,ἐρχομένου,proposed,
urn:cite:hmt:normalized.1298,ερχόμενον,ἐρχόμενον,proposed,
urn:cite:hmt:normalized.1404,έρωτα,ἔρωτα,proposed,
urn:cite:hmt:normalized.974,ἔσο,ἕσο,proposed,
urn:cite:hmt:normalized.378,ἔσσατο,ἕσσατο,proposed,
urn:cite:hmt:normalized.808,ἑστώτας,ἑστῶτας,proposed,
urn:cite:hmt:normalized.1165,ἐσημαινεν,ἐσήμαινεν,proposed,
urn:cite:hmt:normalized.2249,ἔσθ,ἔσθ',proposed,
urn:cite:hmt:normalized.986,εσθλον,ἐσθλόν,proposed,
urn:cite:hmt:normalized.1745,εστασαν,ἔστασαν,proposed,
urn:cite:hmt:normalized.910,εστήκει,ἑστήκει,proposed,
urn:cite:hmt:normalized.2165,εστηκει,ἑστήκει,proposed,
urn:cite:hmt:normalized.1747,έστησαν,ἔστησαν,proposed,
urn:cite:hmt:normalized.635,εσωσεν,ἔσωσεν,proposed,
urn:cite:hmt:normalized.1890,εσπερινὴν,ἑσπερινὴν,proposed,
urn:cite:hmt:normalized.1021,έσπετο,ἕσπετο,proposed,
urn:cite:hmt:normalized.2028,έσσεσθαι,ἔσσεσθαι,proposed,
urn:cite:hmt:normalized.814,έστασαν,ἕστασαν,proposed,
urn:cite:hmt:normalized.858,έστασαν,ἕστασαν,proposed,
urn:cite:hmt:normalized.1957,έστη,ἔστη,proposed,
urn:cite:hmt:normalized.737,έστητε,ἔστητε,proposed,
urn:cite:hmt:normalized.284,έστιν,ἔστιν,proposed,
urn:cite:hmt:normalized.771,έστιν,ἔστιν,proposed,
urn:cite:hmt:normalized.1476,ἑτερα,ἑτέρᾳ,proposed,
urn:cite:hmt:normalized.1512,έστιν,ἔστιν,proposed,
urn:cite:hmt:normalized.1774,έτ',ἔτ',proposed,
urn:cite:hmt:normalized.2177,ἑταιρον,ἑταῖρον,proposed,
urn:cite:hmt:normalized.2036,εταράχθησαν,ἐταράχθησαν,proposed,
urn:cite:hmt:normalized.2136,έτεινεν,ἔτεινεν,proposed,
urn:cite:hmt:normalized.382,έτεροις,ἑτέροις,proposed,
urn:cite:hmt:normalized.1708,ετέροις,ἑτέροις,proposed,
urn:cite:hmt:normalized.1013,έτερον,ἕτερον,proposed,
urn:cite:hmt:normalized.2204,ετέρου,ἑτέρου,proposed,
urn:cite:hmt:normalized.1091,έτι,ἔτι,proposed,
urn:cite:hmt:normalized.1657,ἐτι,ἔτι,proposed,
urn:cite:hmt:normalized.86,έτι,ἔτι,rejected,
urn:cite:hmt:normalized.1229,έτισε,ἔτισε,proposed,
urn:cite:hmt:normalized.625,ετέλεσσεν,ἐτέλεσσεν,proposed,
urn:cite:hmt:normalized.1595,ετέραν,ἑτέραν,proposed,
urn:cite:hmt:normalized.1635,ετεον,ἐτεόν,proposed,
urn:cite:hmt:normalized.282,ετερα,ἕτερα,proposed,
urn:cite:hmt:normalized.769,ετερα,ἕτερα,proposed,
urn:cite:hmt:normalized.2092,ετερήσας,ἑτερήσας,proposed,
urn:cite:hmt:normalized.1770,ετέροις,ἑτέροις,proposed,
urn:cite:hmt:normalized.2010,έτερος,ἕτερος,proposed,
urn:cite:hmt:normalized.1056,ετικτε,ἔτικτε,proposed,
urn:cite:hmt:normalized.1085,ετρωσε,ἔτρωσε,proposed,
urn:cite:hmt:normalized.1481,ετέρας,ἑτέρας,proposed,
urn:cite:hmt:normalized.1237,ετέρῳ,ἑτέρῳ,proposed,
urn:cite:hmt:normalized.2258,ετιμᾶτο,ἐτιμᾶτο,proposed,
urn:cite:hmt:normalized.2131,ετρώθη,ἐτρώθη,proposed,
urn:cite:hmt:normalized.2192,έτυχε,ἔτυχε,proposed,
urn:cite:hmt:normalized.662,εϋ,εὖ,proposed,
urn:cite:hmt:normalized.1351,εὐ,εὖ,proposed,
urn:cite:hmt:normalized.576,εὗ,εὖ,proposed,
urn:cite:hmt:normalized.812,εῦ,εὖ,proposed,
urn:cite:hmt:normalized.1733,εΰδμητον,ἐΰδμητον,proposed,
urn:cite:hmt:normalized.1851,ευηνέμῳ,εὐηνέμῳ,proposed,
urn:cite:hmt:normalized.404,ευθεία,εὐθεία,proposed,
urn:cite:hmt:normalized.827,ευθεῖα,εὐθεῖα,proposed,
urn:cite:hmt:normalized.1383,ευθείας,εὐθείας,proposed,
urn:cite:hmt:normalized.1939,ευκίνητον,εὐκίνητον,proposed,
urn:cite:hmt:normalized.1641,ἐϋκνημιδες,ἐϋκνήμιδες,proposed,
urn:cite:hmt:normalized.2302,ευκράτῳ,εὐκράτῳ,proposed,
urn:cite:hmt:normalized.1574,ευκτικοῖς,εὐκτικοῖς,proposed,
urn:cite:hmt:normalized.2064,ευκώπους,εὐκώπους,proposed,
urn:cite:hmt:normalized.2205,ευλόγου,εὐλόγου,proposed,
urn:cite:hmt:normalized.490,ἐΰξοων,ἐΰξοον,proposed,
urn:cite:hmt:normalized.141,εὐόμενοι,εὑόμενοι,proposed,
urn:cite:hmt:normalized.233,εὐόμενοι,εὑόμενοι,proposed,
urn:cite:hmt:normalized.1965,εὐπαγες,εὐπαγές,proposed,
urn:cite:hmt:normalized.1339,εὐπαραδεκτον,εὐπαράδεκτον,proposed,
urn:cite:hmt:normalized.1392,εύπιστοι,εὔπιστοι,proposed,
urn:cite:hmt:normalized.1772,εὗρ,εὗρ',proposed,
urn:cite:hmt:normalized.636,εὐρεια,εὐρεῖα,proposed,
urn:cite:hmt:normalized.1958,εὐτραφες,εὐτραφές,proposed,
urn:cite:hmt:normalized.1624,ἐϋφρονεων,ἐϋφρονέων,proposed,
urn:cite:hmt:normalized.405,ευχρηστον,εὔχρηστον,proposed,
urn:cite:hmt:normalized.1187,ευωχίαν,εὐωχίαν,proposed,
urn:cite:hmt:normalized.2142,ἐφ,ἐφ',proposed,
urn:cite:hmt:normalized.1603,έφαν,ἔφαν,proposed,
urn:cite:hmt:normalized.2147,εφάψασθαι,ἐφάψασθαι,proposed,
urn:cite:hmt:normalized.1160,εφέροντο,ἐφέροντο,proposed,
urn:cite:hmt:normalized.1188,εφες,ἔφες,proposed,
urn:cite:hmt:normalized.1390,έφηνε,ἔφηνε,proposed,
urn:cite:hmt:normalized.2084,εφοροι,ἔφοροι,proposed,
urn:cite:hmt:normalized.2246,έφυγον,ἔφυγον,proposed,
urn:cite:hmt:normalized.324,εφύλαξαν,ἐφύλαξαν,proposed,
urn:cite:hmt:normalized.843,ἑφωρμήσαντες,ἐφορμήσαντες,proposed,
urn:cite:hmt:normalized.1111,εχε,ἔχε,proposed,
urn:cite:hmt:normalized.1138,εχε,ἔχε,proposed,
urn:cite:hmt:normalized.652,έχει,ἔχει,proposed,
urn:cite:hmt:normalized.2096,έχεν,ἔχεν,proposed,
urn:cite:hmt:normalized.728,έχομεν,ἔχομεν,proposed,
urn:cite:hmt:normalized.724,ἐχομεν,ἔχομεν,proposed,
urn:cite:hmt:normalized.1893,έχον,ἔχον,proposed,
urn:cite:hmt:normalized.1216,εχειν,ἔχειν,proposed,
urn:cite:hmt:normalized.1518,εχην,ἔχην,proposed,
urn:cite:hmt:normalized.1217,εχοῦσα,ἐχούσα,proposed,
urn:cite:hmt:normalized.2264,εχρεωστεῖτο,ἐχρεωστεῖτο,proposed,
urn:cite:hmt:normalized.1411,εχρῆν,ἐχρῆν,proposed,
urn:cite:hmt:normalized.1183,έχων,ἔχων,proposed,
urn:cite:hmt:normalized.1746,εψιλοῦτο,ἐψιλοῦτο,proposed,
urn:cite:hmt:normalized.2244,ἐων,ἐών,proposed,
urn:cite:hmt:normalized.1514,ζαφελος,ζάφελος,proposed,
urn:cite:hmt:normalized.1840,ζῶα,ζῷα,proposed,
urn:cite:hmt:normalized.35,ζωστηρ,ζωστήρ,proposed,
urn:cite:hmt:normalized.637,ζωφόδους,ζοφώδους,proposed,
urn:cite:hmt:normalized.1182,ὴ,ἤ,proposed,
urn:cite:hmt:normalized.391,ή,ἤ,proposed,
urn:cite:hmt:normalized.1494,ῃ,ᾖ,proposed,
urn:cite:hmt:normalized.101,ῆ,ἦ,proposed,
urn:cite:hmt:normalized.318,η,ἡ,proposed,
urn:cite:hmt:normalized.416,ἠ,ἢ,proposed,
urn:cite:hmt:normalized.59,ἠ,ἤ,proposed,
urn:cite:hmt:normalized.167,ἠ,ἦ,proposed,
urn:cite:hmt:normalized.2217,ήγαγεν,ἤγαγεν,proposed,
urn:cite:hmt:normalized.2214,ήγαγες,ἤγαγες,proposed,
urn:cite:hmt:normalized.1642,ἠγαγετο,ἠγάγετο,proposed,
urn:cite:hmt:normalized.2272,ῆγε,ἦγε,proposed,
urn:cite:hmt:normalized.1201,ἠγεν,ἦγεν,proposed,
urn:cite:hmt:normalized.2049,ἡγουμενοις,ἡγουμένοις,proposed,
urn:cite:hmt:normalized.131,ἧδέ,ἥδε,proposed,
urn:cite:hmt:normalized.1843,ἡδε,ἥδε,proposed,
urn:cite:hmt:normalized.223,ἧδέ,ἥδε,proposed,
urn:cite:hmt:normalized.1307,ήδη,ἤδη,proposed,
urn:cite:hmt:normalized.1955,ῆδος,ἧδος,proposed,
urn:cite:hmt:normalized.1826,ηὲ,ἠὲ,proposed,
urn:cite:hmt:normalized.1230,ἠε,ἠέ,proposed,
urn:cite:hmt:normalized.308,ἢὲ,ἠὲ,proposed,
urn:cite:hmt:normalized.1780,ηελίου,ἠελίου,proposed,
urn:cite:hmt:normalized.102,ῆεν,ἦεν,proposed,
urn:cite:hmt:normalized.194,ῆεν,ἦεν,proposed,
urn:cite:hmt:normalized.895,ῆεν,ἦεν,proposed,
urn:cite:hmt:normalized.930,ῆεν,ἦεν,proposed,
urn:cite:hmt:normalized.981,ῆεν,ἦεν,proposed,
urn:cite:hmt:normalized.456,ῆθος,ἦθος,proposed,
urn:cite:hmt:normalized.810,ήθους,ἤθους,proposed,
urn:cite:hmt:normalized.2104,ῇ,ᾗ,proposed,
urn:cite:hmt:normalized.1804,ῆκεν,ἧκεν,proposed,
urn:cite:hmt:normalized.1633,ῆκον,ἧκον,proposed,
urn:cite:hmt:normalized.1259,ήκοντα,ἥκοντα,proposed,
urn:cite:hmt:normalized.1938,ηκούετο,ἠκούετο,proposed,
urn:cite:hmt:normalized.1272,ήκουσεν,ἤκουσεν,proposed,
urn:cite:hmt:normalized.1868,ῆλθεν,ἦλθεν,proposed,
urn:cite:hmt:normalized.2285,ῆλθον,ἦλθον,proposed,
urn:cite:hmt:normalized.1483,ηλικίας,ἡλικίας,proposed,
urn:cite:hmt:normalized.3,ἡλιου,ἡλίου,proposed,
urn:cite:hmt:normalized.2213,ήλλακται,ἤλλακται,proposed,
urn:cite:hmt:normalized.1801,ῆλοι,ἧλοι,proposed,
urn:cite:hmt:normalized.2166,ήλυθεν,ἤλυθεν,proposed,
urn:cite:hmt:normalized.2256,ήλυθον,ἤλυθον,proposed,
urn:cite:hmt:normalized.112,ημαθόεντος,ἠμαθόεντος,proposed,
urn:cite:hmt:normalized.203,ημαθόεντος,ἠμαθόεντος,proposed,
urn:cite:hmt:normalized.654,ῆμαρ,ἦμαρ,proposed,
urn:cite:hmt:normalized.2171,ήματα,ἤματα,proposed,
urn:cite:hmt:normalized.760,ἡμεις,ἡμεῖς,proposed,
urn:cite:hmt:normalized.1732,ήμελλον,ἤμελλον,proposed,
urn:cite:hmt:normalized.1190,ημεν,ἦμεν,proposed,
urn:cite:hmt:normalized.1509,ῆμεν,ἦμεν,proposed,
urn:cite:hmt:normalized.1027,ημένη,ἡμένη,proposed,
urn:cite:hmt:normalized.1889,ημέρα,ἡμέρα,proposed,
urn:cite:hmt:normalized.2075,ημεραν,ἡμέραν,proposed,
urn:cite:hmt:normalized.2260,ἡμερας,ἡμέρας,proposed,
urn:cite:hmt:normalized.1833,ἡμετερόν,ἡμέτερόν,proposed,
urn:cite:hmt:normalized.170,ήμισυ,ἥμισυ,proposed,
urn:cite:hmt:normalized.262,ήμισυ,ἥμισυ,proposed,
urn:cite:hmt:normalized.1855,ῆμος,ἦμος,proposed,
urn:cite:hmt:normalized.783,ημύσειε,ἠμύσειε,proposed,
urn:cite:hmt:normalized.700,ην,ἦν,proposed,
urn:cite:hmt:normalized.354,ὴν,ἢν,proposed,
urn:cite:hmt:normalized.2269,ηνίκα,ἡνίκα,proposed,
urn:cite:hmt:normalized.2169,ῆπαρ,ἧπαρ,proposed,
urn:cite:hmt:normalized.1371,ήπειρον,ἤπειρον,proposed,
urn:cite:hmt:normalized.1876,ἠπεροπευτης,ἠπεροπευτὴς,proposed,
urn:cite:hmt:normalized.1699,ήπια,ἤπια,proposed,
urn:cite:hmt:normalized.2035,ήπτοντο,ἥπτοντο,proposed,
urn:cite:hmt:normalized.1205,ήρας,ἤρας,proposed,
urn:cite:hmt:normalized.392,ῄρει,ᾕρει,proposed,
urn:cite:hmt:normalized.126,ῆρι,ἦρι,proposed,
urn:cite:hmt:normalized.218,ῆρι,ἦρι,proposed,
urn:cite:hmt:normalized.1472,ήρμοζεν,ἥρμοζεν,proposed,
urn:cite:hmt:normalized.1779,ήρτηντο,ἤρτηντο,proposed,
urn:cite:hmt:normalized.1754,ῆρχε,ἦρχε,proposed,
urn:cite:hmt:normalized.1658,ἡρῳ,ἥρῳ,proposed,
urn:cite:hmt:normalized.1442,ήρωες,ἥρωες,proposed,
urn:cite:hmt:normalized.1521,ηρωΐνης,ἡρωίνης,proposed,
urn:cite:hmt:normalized.2081,ῆς,ἧς,proposed,
urn:cite:hmt:normalized.1358,ῆσαν,ἦσαν,proposed,
urn:cite:hmt:normalized.977,ᾗσο,ἧσο,proposed,
urn:cite:hmt:normalized.2237,ησυχίαν,ἡσυχίαν,proposed,
urn:cite:hmt:normalized.925,ἤτει,ᾔτει,proposed,
urn:cite:hmt:normalized.1723,ητήσατο,ᾐτήσατο,proposed,
urn:cite:hmt:normalized.1202,ἥτο,ἤτοι,rejected,
urn:cite:hmt:normalized.2267,ητοι,ἤτοι,proposed,
urn:cite:hmt:normalized.1194,ήτοι,ἤτοι,rejected,
urn:cite:hmt:normalized.891,ήτοι,ἤτοι,proposed,
urn:cite:hmt:normalized.2210,ητοίμασε,ἡτοίμασε,proposed,
urn:cite:hmt:normalized.6,ῆτορ,ἦτορ,proposed,
urn:cite:hmt:normalized.65,ῆτορ,ἦτορ,proposed,
urn:cite:hmt:normalized.1629,ηύδα,ηὔδα,proposed,
urn:cite:hmt:normalized.1832,ηύδαν,ηὔδαν,proposed,
urn:cite:hmt:normalized.1879,ῆχι,ἧχι,proposed,
urn:cite:hmt:normalized.2122,ῆχον,ἦχον,proposed,
urn:cite:hmt:normalized.1016,ῆχος,ἦχος,proposed,
urn:cite:hmt:normalized.2298,ήχου,ἤχου,proposed,
urn:cite:hmt:normalized.1553,θαλασσης,θαλάσσης,proposed,
urn:cite:hmt:normalized.1450,θαλασσιοις,θαλασσίοις,proposed,
urn:cite:hmt:normalized.1571,θανασιμον,θανάσιμον,proposed,
urn:cite:hmt:normalized.2053,θανω,θάνω,proposed,
urn:cite:hmt:normalized.1709,θαυμάσης,θαυμάσῃς,proposed,
urn:cite:hmt:normalized.911,θεάσαμενος,θεασάμενος,proposed,
urn:cite:hmt:normalized.1271,θειον,θεῖον,proposed,
urn:cite:hmt:normalized.1218,θεμις,θέμις,proposed,
urn:cite:hmt:normalized.1352,θεους,θεούς,proposed,
urn:cite:hmt:normalized.1978,θερισται,θερισταί,proposed,
urn:cite:hmt:normalized.2078,θερμον,θέρμον,proposed,
urn:cite:hmt:normalized.1831,θεσπιδαες,θεσπιδαὲς,proposed,
urn:cite:hmt:normalized.36,θετικον,θετικόν,proposed,
urn:cite:hmt:normalized.638,θηλυκως,θηλυκῶς,proposed,
urn:cite:hmt:normalized.961,θηλυκως,θηλυκῶς,proposed,
urn:cite:hmt:normalized.1828,θηρητηρας,θηρητῆρας,proposed,
urn:cite:hmt:normalized.1864,θις,θὶς,proposed,
urn:cite:hmt:normalized.732,θουριδος,θούριδος,proposed,
urn:cite:hmt:normalized.1028,θρεπτρα,θρέπτρα,proposed,
urn:cite:hmt:normalized.1674,θυμον,θυμὸν,proposed,
urn:cite:hmt:normalized.546,ΐαχεν,ἴαχεν,proposed,
urn:cite:hmt:normalized.75,Ïάλμενον,Ἰάλμενον,propose,
urn:cite:hmt:normalized.526,ϊατρικῆς,ἰατρικῆς,proposed,
urn:cite:hmt:normalized.716,ϊατρικῆς,ἰατρικῆς,proposed,
urn:cite:hmt:normalized.1398,ϊατρικὴν,ἰατρικὴν,proposed,
urn:cite:hmt:normalized.2222,ϊατρὸς,ἰατρὸς,proposed,
urn:cite:hmt:normalized.2301,ϊατρῶν,ἰατρῶν,proposed,
urn:cite:hmt:normalized.1397,ϊάσονται,ἰάσονται,proposed,
urn:cite:hmt:normalized.107,ί̈αλλον,ἴαλλον,proposed,
urn:cite:hmt:normalized.198,ί̈αλλον,ἴαλλον,proposed,
urn:cite:hmt:normalized.146,ί̈αυον,ἴαυον,proposed,
urn:cite:hmt:normalized.238,ί̈αυον,ἴαυον,proposed,
urn:cite:hmt:normalized.988,ιαχη,ἰαχῇ,proposed,
urn:cite:hmt:normalized.701,ιδέ,ἰδέ,proposed,
urn:cite:hmt:normalized.24,ἰ̈δὲ,ἰδὲ,proposed,
urn:cite:hmt:normalized.1294,ϊδεαι,ἰδέαι,proposed,
urn:cite:hmt:normalized.623,ΐδεν,ἰδέν,proposed,
urn:cite:hmt:normalized.63,ΐδεν,ἰδέν,proposed,
urn:cite:hmt:normalized.2184,ιδίαν,ἰδίαν,proposed,
urn:cite:hmt:normalized.809,ἰδιου,ἰδίου,proposed,
urn:cite:hmt:normalized.754,ϊδιως,ἰδίως,proposed,
urn:cite:hmt:normalized.1247,ϊδιότητα,ἰδιότητα,proposed,
urn:cite:hmt:normalized.1600,ϊδρείη,ἰδρείη,proposed,
urn:cite:hmt:normalized.410,ϊδρῶ,ἱδρῶ,proposed,
urn:cite:hmt:normalized.2164,ιδρῶτι,ἱδρῶτι,proposed,
urn:cite:hmt:normalized.292,ἱδών,ἰδών,proposed,
urn:cite:hmt:normalized.779,ἱδών,ἰδών,proposed,
urn:cite:hmt:normalized.2089,ϊδὼν,ἰδὼν,proposed,
urn:cite:hmt:normalized.2038,ϊδρῶτος,ἱδρῶτος,proposed,
urn:cite:hmt:normalized.1739,ΐει,ἵει,proposed,
urn:cite:hmt:normalized.1943,ϊεῖσι,ἱεῖσι,proposed,
urn:cite:hmt:normalized.161,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.253,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.301,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.142,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.234,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.657,ϊέναι,ἰέναι,proposed,
urn:cite:hmt:normalized.2039,ί̈ενται,ἵ̈ενται,proposed,
urn:cite:hmt:normalized.1942,ϊέντες,ἱέντες,proposed,
urn:cite:hmt:normalized.1945,ϊεντων,ἱέντων,proposed,
urn:cite:hmt:normalized.2259,ϊερά,ἱερά,proposed,
urn:cite:hmt:normalized.1896,ϊερεῖς,ἱερεῖς,proposed,
urn:cite:hmt:normalized.1453,ϊερέων,ἱερέων,proposed,
urn:cite:hmt:normalized.1535,ϊερὸν,ἱερὸν,proposed,
urn:cite:hmt:normalized.950,ἱερον,ἱερόν,proposed,
urn:cite:hmt:normalized.108,ΐζεν,ἷζεν,proposed,
urn:cite:hmt:normalized.1573,ΐζευ,ἵζευ,proposed,
urn:cite:hmt:normalized.66,ΐζον,ἵζον,proposed,
urn:cite:hmt:normalized.115,ϊῇ,ἰῇ,proposed,
urn:cite:hmt:normalized.207,ϊῇ,ἰῇ,proposed,
urn:cite:hmt:normalized.2255,ϊῆς,ἰῆς,proposed,
urn:cite:hmt:normalized.656,ϊητὴρ,ἰητὴρ,proposed,
